index,Name,NACE code,Last avail. year,Year,Book Value per share USD,Capital expenditure per share USD,Cash flow USD,Current ratio (x),Dividends per share USD,Market capitalisation (mil) m USD,Market price - high USD,Market price - low USD,Market price - open USD,Market price - year end USD,Nominal value,Number of employees,Operating profit per share USD,Operating revenue (Turnover) USD,Operating revenue (Turnover) per share USD,P/L before tax USD,Net income,Profit margin (%),ROCE using P/L before tax (%),ROE using P/L before tax (%),Shareholders funds USD,Shares outstanding,Solvency ratio (Asset based) (%),Total assets USD,Working Capital per share USD,Market price - year(+1) end USD,Dividend yield,Return,logR,Ticker,Yf Market price,Yf Market price - year(+1),Yf Return,Yf logR
80546,CAMURUS AB (PUBL),7211,2018,2017,1.26,,-22720.0,3.68,0.0,617.72,17.76,12.55,14.22,16.57,,63.0,-0.8,6628.0,0.18,-29650.0,-23218.0,,-63.21,-63.21,46905.0,37281.0,80.89,57984.0,-0.02,7.47,0.0,-0.5491852745926373,-0.7966988322937457,CAMX.ST,109.86499786376952,108.03399658203124,-0.016665920150553203,-0.01680635914774049
80547,KENTIMA HOLDING AB,8020,2019,2017,0.09,,132.0,1.95,0.0,3.47,0.21,0.11,0.13,0.12,,19.0,0.0,3982.0,0.14,-38.0,-39.0,-0.97,-0.63,-1.51,2545.0,28162.0,65.9,3862.0,0.04,0.23,0.0,0.9166666666666669,0.6505875661411494,KENH.ST,0.9800000190734864,1.919999957084656,0.9591835915471372,0.6725278515427265
80548,SCANDIDOS AB (PUBL),2660,2019,2017,0.87,,-974.0,1.94,0.0,3.53,0.71,0.46,0.63,0.61,,30.0,-0.24,5597.0,0.97,-1485.0,-1493.0,-26.53,-27.29,-29.73,4993.0,5768.0,69.31,7204.0,0.41,0.63,0.0,0.03278688524590167,0.032260862218221484,SDOS.ST,4.785130023956299,5.445479869842528,0.1380003976026256,0.12927268509127113
80549,HELIOSPECTRA AB (PUBL),2740,2018,2017,0.17,,-3515.0,3.73,0.0,18.74,1.02,0.43,0.95,0.53,,23.0,-0.11,4480.0,0.13,-4041.0,-4041.0,-90.22,-56.37,-68.67,5885.0,35112.0,64.99,9055.0,0.02,0.78,0.0,0.4716981132075471,0.3864169131374697,HELIO.ST,5.8499999046325675,6.5226402282714835,0.11498125377852697,0.1088375920160619
80550,BIOINVENT INTERNATIONAL AB,2110,2018,2017,0.05,,-11897.0,3.79,0.0,76.84,0.39,0.25,0.37,0.25,0.5,56.0,-0.04,5894.0,0.02,-12248.0,-12248.0,,-77.19,-77.2,15866.0,304695.0,76.58,20717.0,0.0,0.21,0.0,-0.16000000000000006,-0.1743533871447778,BINV.ST,2.4334099292755127,1.9547100067138672,-0.1967198032697132,-0.21905168850225346
80553,BONASUDDEN HOLDING AB (PUBL),6820,2018,2017,13.11,,2441.0,1.78,0.93,23.54,15.38,12.64,13.1,14.01,,,1.58,4879.0,2.9,3114.0,2429.0,63.82,6.19,14.14,22022.0,1680.0,31.34,70274.0,,13.62,0.06638115631691649,-0.027837259100642442,-0.02823205962754932,BONAS.ST,109.25,119.0,0.08924485125858124,0.0854846591358299
80554,WESC AB,1419,2018,2017,-0.02,,-7149.0,0.42,0.0,3.99,0.09,0.02,0.07,0.02,,44.0,-0.03,11121.0,0.05,-6511.0,-7417.0,-58.55,,,-5127.0,222696.0,,4174.0,0.0,0.01,0.0,-0.5,-0.6931471805599453,WESC.ST,0.2531099915504456,0.07266999781131744,-0.7128916272085051,-1.2478955289522695
80557,GENOVIS AB,2120,2018,2017,0.04,,-772.0,2.75,0.0,23.8,0.51,0.27,0.3,0.39,,17.0,-0.02,2789.0,0.05,-966.0,-968.0,-34.63,-39.29,-43.58,2216.0,60294.0,69.14,3205.0,0.01,0.77,0.0,0.9743589743589745,0.6802437757240374,GENO.ST,2.5999999046325684,3.859999895095825,0.4846153987229934,0.39515574795183744
80558,DIGNITANA AB,4690,2018,2017,0.31,,-4366.0,2.07,0.0,7.61,2.5,0.34,2.35,0.38,,15.0,-0.24,2795.0,0.14,-5168.0,-5190.0,,-72.87,-82.93,6231.0,20274.0,62.15,10026.0,0.0,0.61,0.0,0.6052631578947368,0.4732877044469254,DIGN.ST,10.735300064086914,4.300829887390137,-0.5993749721279037,-0.91472938173567
80559,DOXA AB (PUBL),3250,2018,2017,0.02,,-1172.0,3.23,0.0,8.84,0.38,0.12,0.35,0.14,,9.0,-0.02,2000.0,0.03,-1287.0,-1287.0,-64.32,-56.2,-88.88,1448.0,64211.0,52.3,2768.0,0.01,0.26,0.0,0.857142857142857,0.6190392084062234,DOXA.ST,2.4606099128723145,1.2150000333786009,-0.5062199713077196,-0.7056651470115024
80560,HOYLU AB,5829,2018,2017,0.29,,-2407.0,0.84,0.0,10.67,1.04,0.35,0.63,0.94,,,-0.24,3329.0,0.29,-2754.0,-2758.0,-82.74,-54.93,-66.3,3323.0,11300.0,49.21,6753.0,0.03,0.45,0.0,-0.5212765957446808,-0.7366322924996841,HOYLU.ST,4.309999942779541,5.289999961853027,0.2273781976993437,0.20488034781961229
80561,NETJOBS GROUP AB,6190,2018,2017,0.03,,-134.0,0.89,0.0,2.31,0.2,0.06,0.16,0.11,,39.0,-0.02,4634.0,0.22,-421.0,-354.0,-9.08,-50.02,-63.55,662.0,20750.0,37.56,1764.0,,0.09,0.0,-0.18181818181818185,-0.20067069546215124,NJOB.ST,1.350000023841858,0.9900000095367432,-0.26666667255354504,-0.3101549363314009
80562,MEDIVIR AB,2120,2018,2017,3.16,,-41418.0,4.79,0.0,116.77,12.43,5.71,11.94,5.88,,98.0,-2.23,5667.0,0.29,-43827.0,-43886.0,,-69.97,-69.98,62629.0,19844.0,83.43,75070.0,-0.2,2.67,0.0,-0.5459183673469388,-0.7894782894983774,MVIR-B.ST,70.25,36.099998474121094,-0.4861210181619773,-0.6657674851431344
80563,LINK PROP INVESTMENT AB,6820,2018,2017,10.8,,1829.0,1.29,0.97,19.25,15.23,12.06,13.65,13.1,,,1.26,3626.0,2.47,1398.0,1064.0,38.57,4.98,8.81,15880.0,1470.0,40.35,39357.0,,12.28,0.07404580152671755,-0.06259541984732826,-0.06464030748810952,LINKAB.ST,105.25,111.0,0.05463182897862233,0.0531917287498433
80564,KINNEVIK AB,6612,2018,2017,47.13,,,14.64,1.18,7915.94,34.82,26.46,26.67,33.78,,36.0,-0.11,4995.0,0.02,2480629.0,2480385.0,,21.86,22.47,11042032.0,234309.0,96.81,11406189.0,,23.86,0.03493191237418592,-0.2936648904677324,-0.3476654947098841,KINV-B.ST,226.93800354003903,285.239990234375,0.2569071102454183,0.2286540289025152
80565,PALLAS GROUP AB,5020,2018,2017,0.2,,1337.0,0.77,0.0,1.09,0.16,0.01,0.03,0.07,,17.0,0.06,5204.0,0.32,567.0,514.0,10.91,7.04,18.08,3139.0,16050.0,21.61,14524.0,-0.02,0.04,0.0,-0.4285714285714286,-0.5596157879354228,PALS-B.ST,0.25099998712539673,0.5019999742507935,1.0,0.6931471805599453
80566,IRISITY AB,8020,2018,2017,0.38,,24.0,2.0,0.0,13.13,1.21,0.74,1.1,1.13,0.09,24.0,-0.03,3554.0,0.31,-432.0,-423.0,-12.17,-6.64,-9.75,4433.0,11647.0,52.4,8460.0,,1.62,0.0,0.433628318584071,0.36020851652004365,IRIS.ST,6.589560031890869,9.0600004196167,0.3749021749206129,0.3183825830752911
80569,ONLINE BRANDS NORDIC AB,3212,2018,2017,0.01,,-43.0,0.79,0.0,1.37,0.12,0.05,0.08,0.06,,19.0,0.0,3289.0,0.15,-109.0,-106.0,-3.3,-7.82,-52.72,206.0,22047.0,8.26,2496.0,0.04,0.03,0.0,-0.5,-0.6931471805599453,OBAB.ST,0.6999499797821045,0.367000013589859,-0.4756767994991489,-0.6456469899519046
80570,PLEDPHARMA AB,7211,2018,2017,0.76,,,27.05,0.0,108.5,2.66,1.15,2.19,2.23,,5.0,-0.22,1655.0,0.03,-10713.0,-10713.0,,,-28.95,37002.0,48667.0,96.3,38422.0,,1.7,0.0,-0.2376681614349776,-0.271373334409857,PLED.ST,12.100000381469727,14.600000381469727,0.2066115637342102,0.1878160707132352
80572,ALLIGATOR BIOSCIENCE AB,7220,2018,2017,1.05,,-7377.0,21.27,0.0,202.65,4.3,2.69,4.25,2.84,,47.0,-0.11,6949.0,0.1,-7768.0,-7768.0,,-10.31,-10.32,75287.0,71389.0,96.1,78342.0,,2.46,0.0,-0.1338028169014084,-0.14364270222884315,ATORX.ST,30.29999923706055,24.60000038146973,-0.1881187788486488,-0.2084012288905868
80573,MISEN ENERGY AB,910,2018,2017,-0.02,,-66369.0,0.23,0.0,46.84,0.48,0.21,0.32,0.32,,105.0,-0.9,4147.0,0.03,-130579.0,-69849.0,,,,-2430.0,145068.0,,716.0,-0.02,0.07,0.0,-0.78125,-1.5198257537444129,MISE.ST,3.839999914169312,2.1800000667572017,-0.4322916365927079,-0.5661474368243264
80574,PIEZOMOTOR UPPSALA AB,4643,2018,2017,0.1,,-1675.0,2.07,0.0,44.01,4.51,1.15,1.25,3.63,,26.0,-0.15,3082.0,0.25,-1880.0,-1880.0,-61.0,-99.08,-159.35,1180.0,12122.0,39.13,3016.0,0.06,5.14,0.0,0.4159779614325068,0.34782043119031425,PIEZO.ST,11.0,47.20000076293945,3.290909160267223,1.4564986359571104
80577,POLYPLANK AB,2016,2018,2017,0.0,,-1057.0,0.61,0.0,1.74,0.09,0.02,0.08,0.02,2.5,23.0,-0.01,4790.0,0.06,-1254.0,-1267.0,-26.19,-278.85,,-105.0,84567.0,-3.46,3031.0,0.01,0.0,0.0,-1.0,-inf,POLY.ST,0.4761599898338318,0.15202000737190247,-0.6807375449059596,-1.1417417712234814
80578,TARGETEVERYONE AB,6209,2018,2017,0.22,,-40.0,0.8,0.0,8.04,0.49,0.26,0.39,0.28,,40.0,0.0,12797.0,0.45,-1961.0,-1865.0,-15.33,-2.72,-31.87,6154.0,28331.0,40.22,15300.0,,0.2,0.0,-0.2857142857142857,-0.3364722366212129,TEONE.ST,3.619999885559082,2.0,-0.4475137946886661,-0.5933268136642206
80580,IMPACT COATINGS AB,2221,2018,2017,0.31,,-3493.0,4.91,0.0,52.37,2.97,1.27,2.12,1.3,0.13,21.0,-0.09,3053.0,0.08,-3641.0,-3641.0,,-27.78,-29.31,12425.0,40171.0,83.39,14901.0,0.06,0.47,0.0,-0.6384615384615385,-1.0173868487455238,IMPC.ST,18.63050079345703,8.050000190734862,-0.5679128392747234,-0.839127950150887
80581,MAVSHACK AB,6020,2018,2017,0.02,,-1016.0,0.74,0.0,10.16,0.1,0.01,0.03,0.05,,9.0,0.0,2426.0,0.01,-1099.0,-1102.0,-45.3,-29.0,-29.09,3777.0,200000.0,78.94,4784.0,,0.02,0.0,-0.6,-0.9162907318741552,MAV.ST,0.17000000178813934,0.2045000046491623,0.20294119116550485,0.18476955064841769
80582,GAMING CORPS AB,5829,2018,2017,0.01,,-2733.0,0.42,0.0,6.3,0.13,0.04,0.12,0.07,,13.0,-0.06,1381.0,0.02,-5147.0,-5147.0,,-533.02,-586.91,877.0,89165.0,23.98,3657.0,,0.01,0.0,-0.8571428571428571,-1.9459101490553128,GCOR.ST,0.6442400217056274,0.41741999983787537,-0.3520737834126563,-0.4339784524039153
80583,AINO HEALTH AB,8690,2018,2017,0.49,,-3640.0,1.5,0.0,3.44,3.3,0.51,3.23,0.63,,44.0,-0.7,2362.0,0.44,-3873.0,-3873.0,,-139.59,-144.73,2676.0,5423.0,69.97,3824.0,0.02,0.24,0.0,-0.6190476190476191,-0.9650808960435872,AINO.ST,16.518800735473633,3.990489959716797,-0.7584273807996643,-1.4205851504683726
80584,ACTIVE BIOTECH AB,4645,2018,2017,0.1,,-12507.0,1.34,0.0,20.53,2.67,0.19,1.32,0.21,10.0,17.0,-0.12,2467.0,0.03,-13389.0,-13255.0,,-131.78,-141.48,9464.0,96824.0,25.57,37014.0,,0.34,0.0,0.6190476190476192,0.4818380868927386,ACTI.ST,12.929200172424315,3.5199999809265137,-0.7277480482950487,-1.3010273483978798
80587,ELLEN AB,3250,2018,2017,0.01,,-986.0,2.77,0.0,3.54,0.08,0.01,0.07,0.02,,6.0,-0.01,1874.0,0.01,-1066.0,-1066.0,-56.86,-75.32,-78.13,1364.0,171690.0,71.48,1908.0,0.0,0.02,0.0,0.0,0.0,ELN.ST,0.2960000038146973,0.3190000057220459,0.07770270814505514,0.07483165351074136
80588,SPRINT BIOSCIENCE AB,2120,2018,2017,0.45,,-1230.0,0.66,0.0,21.04,4.22,2.44,3.8,2.78,,28.0,-0.17,3018.0,0.4,-1299.0,-1299.0,-43.05,-37.81,-37.96,3422.0,7575.0,79.16,4323.0,,2.31,0.0,-0.16906474820143874,-0.18520340316884346,SPRINT.ST,28.0,10.800000190734863,-0.6142857074737549,-0.9526583583843946
80595,PROSTALUND AB,7211,2018,2017,,,-1966.0,2.92,0.0,,,,,,,11.0,,1651.0,,-2060.0,-2058.0,,-122.69,-122.74,1678.0,,76.85,2184.0,,,,,,PLUN.ST,7.471250057220459,3.2056899070739746,-0.5709299136660683,-0.8461350019900089
80596,GREATER THAN AB,2815,2018,2017,0.32,,-1529.0,3.36,0.0,30.93,4.17,1.02,2.12,3.28,,16.0,-0.19,992.0,0.11,-1853.0,-1853.0,,-45.62,-60.55,3060.0,9438.0,61.95,4940.0,0.04,4.51,0.0,0.375,0.3184537311185346,GREAT.ST,15.199999809265135,29.0,0.9078947607830292,0.6460004146825897
80597,KONTIGO CARE AB,7211,2018,2017,0.09,,-1448.0,1.41,0.0,8.21,0.55,0.37,0.47,0.41,,14.0,-0.09,759.0,0.04,-1750.0,-1750.0,,-79.01,-94.28,1856.0,19812.0,61.63,3013.0,,0.39,0.0,-0.04878048780487796,-0.050010420574661305,KONT.ST,3.5699999332427983,3.400000095367432,-0.04761900309643631,-0.048790117420691205
80600,ONCOLOGY VENTURE A/S,8690,2018,2017,0.02,,-4887.0,0.77,0.0,33.04,3.47,1.25,2.98,1.37,1.44,7.0,-0.16,1548.0,0.06,-4991.0,-4896.0,,,,394.0,24108.0,18.83,2092.0,-0.01,0.72,0.0,-0.4744525547445256,-0.6433148068120698,OV.ST,17.285600662231445,8.854649543762207,-0.4877441798647258,-0.6689311300237711
80601,AVTECH SWEDEN AB (PUBL),5110,2018,2017,0.08,,160.0,10.95,0.0,24.25,0.72,0.31,0.41,0.51,,7.0,-0.01,1270.0,0.03,-423.0,-423.0,-33.3,-11.12,-11.56,3658.0,47843.0,92.99,3934.0,,0.35,0.0,-0.3137254901960785,-0.37647757123491227,AVT-B.ST,3.309999942779541,4.150000095367432,0.25377648553144944,0.22616018512088704
80603,UNIBAP AB,2899,2019,2017,0.88,,-822.0,12.95,0.0,15.28,4.96,2.88,3.67,3.14,,6.0,-0.17,569.0,0.12,-831.0,-831.0,,-17.95,-19.46,4269.0,4871.0,87.0,4907.0,0.02,4.73,0.0,0.5063694267515925,0.4097024025836796,UNIBAP.ST,32.749500274658196,47.60100173950195,0.4534878804344977,0.3739661027876706
80604,CHROMOGENICS AB,2313,2018,2017,0.04,,-6219.0,3.6,0.0,5.37,1.0,0.21,1.0,0.23,,13.0,-0.3,861.0,0.04,-6971.0,-6971.0,,-100.34,-763.76,913.0,23214.0,10.49,8700.0,0.0,0.08,0.0,-0.6521739130434784,-1.0560526742493137,CHRO.ST,7.300000190734862,0.5498499870300293,-0.9246780859365048,-2.5859841630958003
80607,SERSTECH AB,2651,2018,2017,0.1,,222.0,1.08,0.0,6.61,0.82,0.13,0.72,0.15,,13.0,-0.01,2053.0,0.05,-310.0,-323.0,-15.12,-6.36,-7.4,4193.0,42746.0,68.99,6078.0,0.02,0.19,0.0,0.2666666666666667,0.2363887780642305,SERT.ST,3.3735899925231934,1.7561800479888916,-0.4794328736209583,-0.6528364340569294
80608,SALTX TECHNOLOGY HOLDING AB,3512,2018,2017,0.36,,-3160.0,5.3,0.0,210.95,6.18,1.68,2.25,3.84,,23.0,-0.06,679.0,0.01,-3263.0,-3270.0,,-13.91,-16.6,19660.0,54968.0,77.55,25353.0,,0.65,0.0,-0.8307291666666666,-1.7762552826920897,SALT-B.ST,14.13640022277832,17.488300323486328,0.23711129056087496,0.2127790574805805
80610,ONCOPEPTIDES AB,2120,2018,2017,1.28,,-30135.0,7.96,0.0,387.97,11.7,5.01,5.59,9.75,,27.0,-0.76,0.0,0.0,-30168.0,-30168.0,,,-59.24,50927.0,39806.0,87.12,58458.0,,14.67,0.0,0.5046153846153846,0.4085373071451346,ONCO.ST,42.400001525878906,79.19999694824219,0.8679243891041454,0.6248278620624623
80611,EXPRES2ION BIOTECH HOLDING AB,2120,2018,2017,0.09,,-920.0,2.56,0.0,12.52,1.9,0.55,0.91,1.3,,10.0,-0.14,1193.0,0.12,-1432.0,-1198.0,,-75.9,-174.41,821.0,9602.0,39.09,2100.0,,0.71,0.0,-0.4538461538461539,-0.6048545734142671,EXPRS2.ST,5.185739994049072,9.0600004196167,0.7470988576391331,0.5579566166368685
80613,WIFOG HOLDING AB,5911,2018,2017,-0.26,,-2338.0,0.15,0.0,1.42,1.2,0.09,0.87,0.18,,8.0,-0.21,968.0,0.12,-2510.0,-2510.0,,,,-2107.0,8122.0,,2095.0,-0.02,0.01,0.0,-0.9444444444444444,-2.8903717578961645,WIFOG.ST,4.2544498443603525,0.19699999690055847,-0.9536955413490892,-3.0725170233706702
80614,CLINICAL LASERTHERMIA SYSTEMS AB,2120,2018,2017,0.14,,-2569.0,1.94,0.0,54.68,3.16,1.04,1.43,1.95,,6.0,-0.09,1004.0,0.04,-2591.0,-2591.0,,-61.64,-64.45,4020.0,28051.0,73.43,5475.0,0.0,0.81,0.0,-0.5846153846153845,-0.878550403891308,CLS-B.ST,10.5,12.668600082397461,0.20653334118071054,0.18775124033080146
80615,LIDDS AB,2120,2018,2017,0.74,,-726.0,4.64,0.0,38.09,2.19,0.7,0.76,1.82,,1.0,-0.04,125.0,0.01,-812.0,-812.0,,-5.24,-5.24,15503.0,20981.0,97.28,15937.0,,1.69,0.0,-0.0714285714285715,-0.07410797215372196,LIDDS.ST,7.050000190734862,13.800000190734865,0.9574467826073076,0.6716409621057584
80617,IZAFE GROUP AB,4690,2018,2017,0.12,,-469.0,1.96,0.0,16.34,2.19,0.59,0.96,1.44,,1.0,-0.05,80.0,0.01,-520.0,-520.0,,-36.66,-38.16,1363.0,11317.0,81.57,1671.0,,0.68,0.0,-0.5277777777777777,-0.7503055943998939,IZAFE-B.ST,5.599999904632568,6.230000019073486,0.11250002235174217,0.10660975514971176
80618,EFFNETPLATTFORMEN AB,6420,2018,2017,0.48,,,17.7,0.0,14.64,3.03,1.46,2.86,1.62,,6.0,0.05,1469.0,0.16,-430.0,-529.0,-29.26,-9.6,-9.88,4353.0,9038.0,93.12,4674.0,,0.57,0.0,-0.6481481481481483,-1.044545067397834,EFFP.ST,18.591999053955078,12.600000381469727,-0.3222891016235649,-0.3890344855521764
80619,GASPOROX AB,4690,2018,2017,0.38,,-430.0,2.44,0.0,8.69,2.62,1.05,1.82,1.9,,12.0,-0.14,671.0,0.15,-656.0,-625.0,-97.77,-37.06,-37.45,1751.0,4572.0,74.37,2355.0,0.06,0.82,0.0,-0.5684210526315789,-0.8403048248962329,GPX.ST,9.93677043914795,14.320699691772461,0.4411825028535551,0.36546395913919255
80620,PHOTOCAT A/S,7220,2018,2017,0.61,,-720.0,1.56,0.0,6.14,3.9,1.9,2.06,2.05,,11.0,-0.37,978.0,0.33,-1152.0,-1100.0,,-51.81,-63.16,1824.0,3000.0,70.84,2574.0,0.1,0.85,0.0,-0.5853658536585366,-0.8803587226480917,PCAT.ST,20.0,16.0,-0.2,-0.2231435513142097
80621,CRUNCHFISH AB,5829,2018,2017,0.3,,-2137.0,3.89,0.0,37.16,4.01,1.12,2.92,2.41,,18.0,-0.16,639.0,0.04,-2536.0,-2536.0,,-55.19,-55.19,4594.0,15403.0,85.46,5376.0,,0.4,0.0,-0.8340248962655602,-1.7959174793767188,CFISH.ST,10.894399642944336,10.518799781799316,-0.03447641664112015,-0.03508475135400258
80622,SCIBASE HOLDING AB,2660,2018,2017,0.79,,-5082.0,9.7,0.0,16.87,3.28,0.92,2.35,0.95,,21.0,-0.29,856.0,0.05,-5173.0,-5173.0,,-36.65,-36.69,14099.0,17753.0,90.47,15584.0,0.03,0.35,0.0,-0.631578947368421,-0.9985288301111273,SCIB.ST,19.07620048522949,7.449999809265138,-0.609461023696328,-0.9402275034062016
80623,INDEX PHARMACEUTICALS HOLDING AB,2120,2018,2017,0.2,,-8863.0,5.73,0.0,34.66,0.77,0.54,0.74,0.55,,7.0,-0.14,14.0,0.0,-8864.0,-8864.0,,-69.4,-69.46,12762.0,62528.0,82.56,15457.0,,0.7,0.0,0.2727272727272725,0.2411620568168879,INDEX.ST,5.099999904632568,5.800000190734862,0.13725496062587214,0.12861742940691087
80624,IVISYS AB,2651,2018,2017,0.12,,-749.0,9.76,0.0,4.57,1.02,0.44,0.93,0.46,,10.0,-0.1,286.0,0.03,-939.0,-752.0,,-79.18,-80.0,1174.0,9861.0,89.97,1305.0,,0.3,0.0,-0.3478260869565218,-0.4274440148269398,IVISYS.ST,6.060810089111327,5.514669895172119,-0.09011009847023392,-0.09443167412072606
80625,WAYSTREAM HOLDING AB (PUBL),6420,2018,2017,0.74,,-42.0,1.35,0.0,8.3,1.81,1.07,1.22,1.22,,2.0,-0.17,805.0,1.55,-54.0,-43.0,-6.75,,-1.14,4781.0,6809.0,94.35,5067.0,0.21,,0.0,,,WAYS.ST,9.924260139465332,8.44303035736084,-0.14925342154365304,-0.16164098740603933
80626,CELL IMPACT AB (PUBL),3299,2018,2017,0.21,,-2087.0,2.59,0.0,15.0,2.55,1.01,2.13,1.11,,9.0,-0.16,190.0,0.01,-2229.0,-2229.0,,-71.12,-79.23,2813.0,13529.0,78.11,3601.0,,0.44,0.0,-0.6036036036036037,-0.9253405673940732,CI-B.ST,11.407400131225586,6.466929912567139,-0.4330934447661611,-0.5675607944203759
80629,FRISQ HOLDING AB,6201,2018,2017,1.38,,-2659.0,6.15,0.0,54.44,5.48,1.96,2.84,3.22,,14.0,-0.24,31.0,0.0,-3982.0,-3033.0,,-17.0,-17.01,23419.0,16926.0,96.25,24332.0,,2.03,0.0,-0.3695652173913044,-0.4613455665026211,FRISQ.ST,23.0,22.299999237060547,-0.030434815779976226,-0.030907571675608706
80634,CLEAN MOTION AB,2611,2018,2017,0.19,,-797.0,1.42,0.0,17.44,2.17,1.04,1.71,1.25,,9.0,-0.06,656.0,0.05,-846.0,-846.0,,-14.71,-31.27,2707.0,13963.0,44.41,6096.0,0.02,0.91,0.0,-0.272,-0.3174542307854511,CLEMO.ST,11.568099975585938,9.254509925842283,-0.19999741138358085,-0.2231403155489209
80635,ARC AROMA PURE AB,2120,2019,2017,0.59,,1108.0,4.54,0.0,37.88,7.49,2.78,3.35,5.24,,8.0,0.13,194.0,0.03,943.0,943.0,,19.73,22.07,4273.0,7225.0,82.02,5210.0,-0.02,4.7,0.0,-0.10305343511450382,-0.1087589896169379,AAP-B.ST,45.31460189819336,39.02360153198242,-0.1388294303091241,-0.14946268768143842
80637,KANCERA AB,2120,2018,2017,0.03,,-6704.0,3.41,0.0,35.67,0.4,0.21,0.35,0.24,,20.0,-0.05,46.0,0.0,-6847.0,-6847.0,,-134.9,-145.17,4716.0,148635.0,75.57,6241.0,0.0,0.1,0.0,-0.5833333333333333,-0.8754687373538999,KAN.ST,2.48730993270874,1.6892000436782837,-0.3208727141459592,-0.38694670823495736
80639,MINESTO AB,3511,2018,2017,0.41,,-917.0,2.72,0.0,27.57,1.03,0.36,0.82,0.37,,52.0,-0.02,622.0,0.01,-1221.0,-958.0,,-3.82,-3.99,30639.0,73940.0,89.1,34389.0,,0.96,0.0,1.5945945945945943,0.9534302788236121,MINEST.ST,6.97327995300293,2.44064998626709,-0.6499997128014252,-1.0498213039316575
80640,VOSTOK NEW VENTURES LTD.,6430,2018,2017,10.27,,,23.88,0.0,652.48,9.66,6.94,9.08,7.61,,5.0,-0.07,,,161454.0,161386.0,,17.71,18.35,879990.0,85688.0,92.26,953779.0,,6.73,0.0,-0.11563731931668855,-0.122888028216958,VNV-SDB.ST,68.25,72.80000305175781,0.06666671138106685,0.06453856305732045
80642,EPISURF MEDICAL AB,3250,2018,2017,0.43,,-6933.0,10.01,0.0,15.91,2.23,0.64,1.84,0.66,,,-0.31,377.0,0.02,-7443.0,-7443.0,,-71.38,-71.4,10425.0,24186.0,91.73,11365.0,0.0,0.32,0.0,-0.5151515151515151,-0.723918839226699,EPIS-B.ST,5.662399768829347,4.8246798515319815,-0.14794432599211466,-0.16010340920804034
80647,BAYN EUROPE AB,1089,2018,2017,0.06,,-982.0,1.35,0.0,2.4,0.6,0.22,0.25,0.25,,8.0,-0.12,327.0,0.03,-1218.0,-1218.0,,-110.92,-211.51,576.0,9573.0,37.02,1555.0,0.01,0.09,0.0,-0.64,-1.0216512475319814,BAYN.ST,2.301650047302246,1.1653300523757937,-0.4936979869108809,-0.6806219239345432
80650,SENZIME AB (PUBL),2651,2018,2017,0.42,,-1503.0,2.52,0.0,35.2,1.16,0.67,0.74,0.87,,8.0,-0.04,54.0,0.0,-1587.0,-1587.0,,-8.06,-9.28,17112.0,40694.0,84.6,20228.0,0.0,0.84,0.0,-0.03448275862068969,-0.03509131981127017,SEZI.ST,5.9000000953674325,7.559999942779541,0.28135590179320674,0.2479188155469528
80651,SVENSKA AEROGEL HOLDING AB,2059,2018,2017,0.31,,-1574.0,11.94,0.0,15.49,2.21,0.53,1.8,0.6,,11.0,-0.08,788.0,0.03,-2058.0,-2058.0,,-21.78,-25.83,7968.0,26000.0,81.84,9737.0,,0.27,0.0,-0.5499999999999999,-0.7985076962177715,AERO.ST,7.50793981552124,4.399409770965576,-0.4140323605324284,-0.5344907136815411
80653,KAROLINSKA DEVELOPMENT AB,7211,2018,2017,0.52,,,14.12,0.0,44.03,1.24,0.57,0.73,0.7,,7.0,0.42,300.0,0.0,21880.0,21880.0,,34.52,67.23,32544.0,62858.0,40.27,80806.0,,0.69,0.0,-0.0142857142857143,-0.014388737452099669,KDEV.ST,5.550000190734863,5.039999961853027,-0.09189192997384528,-0.0963918876105512
80654,RLS GLOBAL AB,3250,2018,2017,0.11,,-2283.0,6.65,0.0,41.5,1.46,0.67,1.1,0.71,0.2,8.0,-0.04,313.0,0.01,-2355.0,-2355.0,,-37.12,-37.2,6331.0,58735.0,87.75,7214.0,0.0,0.65,0.0,-0.08450704225352106,-0.08829260714567819,RLS.ST,10.600000381469727,6.920000076293945,-0.34716982761707565,-0.4264382564510162
80656,NEUROVIVE PHARMACEUTICAL AB,4690,2018,2017,0.25,,-7935.0,2.28,0.0,19.0,0.96,0.35,0.41,0.36,,15.0,-0.17,12.0,0.0,-8724.0,-8130.0,,-67.51,-67.65,12895.0,52326.0,88.13,14633.0,,0.15,0.0,-0.5833333333333334,-0.8754687373538999,NVP.ST,3.521650075912476,2.1777598857879643,-0.38160809880473534,-0.4806328781800897
80657,GAPWAVES AB,6190,2018,2017,0.22,,-2951.0,2.42,0.0,72.31,7.01,1.12,1.82,4.89,,9.0,-0.22,164.0,0.01,-3335.0,-3335.0,,-85.77,-102.29,3260.0,14800.0,63.88,5103.0,-0.04,1.96,0.0,-0.5991820040899796,-0.9142478302443549,GAPW-B.ST,9.557909965515137,18.436599731445312,0.9289363258248318,0.6569687244751221
